last_name,first_name,birthday,gender,title,state,district,party,url,address,phone
Perry,Scott,1962-05-27,M,rep,PA,4,Republican,https://perry.house.gov,1207 Longworth House Office Building; Washington DC 20515-3804,202-225-5836
Rothfus,Keith,1962-04-25,M,rep,PA,12,Republican,https://rothfus.house.gov,1205 Longworth House Office Building; Washington DC 20515-3812,202-225-2065
Cartwright,Matthew,1961-05-01,M,rep,PA,17,Democrat,https://cartwright.house.gov,1034 Longworth House Office Building; Washington DC 20515-3817,202-225-5546
Rice,Tom,1957-08-04,M,rep,SC,7,Republican,https://rice.house.gov,223 Cannon House Office Building; Washington DC 20515-4007,202-225-9895
Cruz,Ted,1970-12-22,M,sen,TX,,Republican,https://www.cruz.senate.gov,404 Russell Senate Office Building Washington DC 20510,202-224-5922
Weber,Randy,1953-07-02,M,rep,TX,14,Republican,https://weber.house.gov,1708 Longworth House Office Building; Washington DC 20515-4314,202-225-2831
O’Rourke,Beto,1972-09-26,M,rep,TX,16,Democrat,https://orourke.house.gov,1330 Longworth House Office Building; Washington DC 20515-4316,202-225-4831
Castro,Joaquin,1974-09-16,M,rep,TX,20,Democrat,https://castro.house.gov,1221 Longworth House Office Building; Washington DC 20515-4320,202-225-3236
Williams,Roger,1949-09-13,M,rep,TX,25,Republican,https://williams.house.gov,1323 Longworth House Office Building; Washington DC 20515-4325,202-225-9896
Veasey,Marc,1971-01-03,M,rep,TX,33,Democrat,https://veasey.house.gov,1519 Longworth House Office Building; Washington DC 20515-4333,202-225-9897
Vela,Filemon,1963-02-13,M,rep,TX,34,Democrat,https://vela.house.gov,437 Cannon House Office Building; Washington DC 20515-4334,202-225-9901
Stewart,Chris,1960-07-15,M,rep,UT,2,Republican,https://stewart.house.gov,323 Cannon House Office Building; Washington DC 20515-4402,202-225-9730
Kaine,Timothy,1958-02-26,M,sen,VA,,Democrat,https://www.kaine.senate.gov,231 Russell Senate Office Building Washington DC 20510,202-224-4024
Kilmer,Derek,1974-01-01,M,rep,WA,6,Democrat,https://kilmer.house.gov,1520 Longworth House Office Building; Washington DC 20515-4706,202-225-5916
Heck,Denny,1952-07-29,M,rep,WA,10,Democrat,https://dennyheck.house.gov,425 Cannon House Office Building; Washington DC 20515-4710,202-225-9740
Pocan,Mark,1964-08-14,M,rep,WI,2,Democrat,https://pocan.house.gov,1421 Longworth House Office Building; Washington DC 20515-4902,202-225-2906
Kelly,Robin,1956-04-30,F,rep,IL,2,Democrat,https://robinkelly.house.gov,1239 Longworth House Office Building; Washington DC 20515-1302,202-225-0773
Sanford,Marshall,1960-05-28,M,rep,SC,1,Republican,https://sanford.house.gov,2211 Rayburn House Office Building; Washington DC 20515-4001,202-225-3176
Smith,Jason,1980-06-16,M,rep,MO,8,Republican,https://jasonsmith.house.gov,1118 Longworth House Office Building; Washington DC 20515-2508,202-225-4404
Booker,Cory,1969-04-27,M,sen,NJ,,Democrat,https://www.booker.senate.gov,359 Dirksen Senate Office Building Washington DC 20510,202-224-3224
Clark,Katherine,1963-07-17,F,rep,MA,5,Democrat,https://katherineclark.house.gov,1415 Longworth House Office Building; Washington DC 20515-2105,202-225-2836
Byrne,Bradley,1955-02-16,M,rep,AL,1,Republican,https://byrne.house.gov,119 Cannon House Office Building; Washington DC 20515-0101,202-225-4931
Brat,David,1964-07-27,M,rep,VA,7,Republican,https://brat.house.gov,1628 Longworth House Office Building; Washington DC 20515-4607,202-225-2815
Norcross,Donald,1958-12-13,M,rep,NJ,1,Democrat,https://norcross.house.gov,1531 Longworth House Office Building; Washington DC 20515-3001,202-225-6501
Adams,Alma,1946-05-27,F,rep,NC,12,Democrat,https://adams.house.gov,222 Cannon House Office Building; Washington DC 20515-3312,202-225-1510
Palmer,Gary,1954-05-14,M,rep,AL,6,Republican,https://palmer.house.gov,330 Cannon House Office Building; Washington DC 20515-0106,202-225-4921
Hill,French,1956-12-05,M,rep,AR,2,Republican,https://hill.house.gov,1229 Longworth House Office Building; Washington DC 20515-0402,202-225-2506
Westerman,Bruce,1967-11-18,M,rep,AR,4,Republican,https://westerman.house.gov,130 Cannon House Office Building; Washington DC 20515-0404,202-225-3772
McSally,Martha,1966-03-22,F,rep,AZ,2,Republican,https://mcsally.house.gov,510 Cannon House Office Building; Washington DC 20515-0302,202-225-2542
Gallego,Ruben,1979-11-20,M,rep,AZ,7,Democrat,https://rubengallego.house.gov,1218 Longworth House Office Building; Washington DC 20515-0307,202-225-4065
DeSaulnier,Mark,1952-03-31,M,rep,CA,11,Democrat,https://desaulnier.house.gov,115 Cannon House Office Building; Washington DC 20515-0511,202-225-2095
Knight,Steve,1966-12-17,M,rep,CA,25,Republican,https://knight.house.gov,1023 Longworth House Office Building; Washington DC 20515-0525,202-225-1956
Aguilar,Pete,1979-06-19,M,rep,CA,31,Democrat,https://aguilar.house.gov,1223 Longworth House Office Building; Washington DC 20515-0531,202-225-3201
Lieu,Ted,1969-03-29,M,rep,CA,33,Democrat,https://lieu.house.gov,236 Cannon House Office Building; Washington DC 20515-0533,202-225-3976
Torres,Norma,1965-04-04,F,rep,CA,35,Democrat,https://torres.house.gov,1713 Longworth House Office Building; Washington DC 20515-0535,202-225-6161
Walters,Mimi,1962-05-14,F,rep,CA,45,Republican,https://walters.house.gov,215 Cannon House Office Building; Washington DC 20515-0545,202-225-5611
Buck,Ken,1959-02-16,M,rep,CO,4,Republican,https://buck.house.gov,1130 Longworth House Office Building; Washington DC 20515-0604,202-225-4676
Curbelo,Carlos,1980-03-01,M,rep,FL,26,Republican,https://curbelo.house.gov,1404 Longworth House Office Building; Washington DC 20515-0926,202-225-2778
Carter,Buddy,1957-09-06,M,rep,GA,1,Republican,https://buddycarter.house.gov,432 Cannon House Office Building; Washington DC 20515-1001,202-225-5831
Hice,Jody,1960-04-22,M,rep,GA,10,Republican,https://hice.house.gov,324 Cannon House Office Building; Washington DC 20515-1010,202-225-4101
Loudermilk,Barry,1963-12-22,M,rep,GA,11,Republican,https://loudermilk.house.gov,329 Cannon House Office Building; Washington DC 20515-1011,202-225-2931
Allen,Rick,1951-11-07,M,rep,GA,12,Republican,https://allen.house.gov,426 Cannon House Office Building; Washington DC 20515-1012,202-225-2823
Blum,Rod,1955-04-26,M,rep,IA,1,Republican,https://blum.house.gov,1108 Longworth House Office Building; Washington DC 20515-1501,202-225-2911
Young,David,1968-05-11,M,rep,IA,3,Republican,https://davidyoung.house.gov,240 Cannon House Office Building; Washington DC 20515-1503,202-225-5476
Bost,Mike,1960-12-30,M,rep,IL,12,Republican,https://bost.house.gov,1440 Longworth House Office Building; Washington DC 20515-1312,202-225-5661
Abraham,Ralph,1954-09-16,M,rep,LA,5,Republican,https://abraham.house.gov,417 Cannon House Office Building; Washington DC 20515-1805,202-225-8490
Graves,Garret,1972-01-31,M,rep,LA,6,Republican,https://garretgraves.house.gov,430 Cannon House Office Building; Washington DC 20515-1806,202-225-3901
Moulton,Seth,1978-10-24,M,rep,MA,6,Democrat,https://moulton.house.gov,1408 Longworth House Office Building; Washington DC 20515-2106,202-225-8020
Poliquin,Bruce,1953-11-01,M,rep,ME,2,Republican,https://poliquin.house.gov,1208 Longworth House Office Building; Washington DC 20515-1902,202-225-6306
Moolenaar,John,1961-05-08,M,rep,MI,4,Republican,https://moolenaar.house.gov,117 Cannon House Office Building; Washington DC 20515-2204,202-225-3561
Bishop,Mike,1967-03-18,M,rep,MI,8,Republican,https://mikebishop.house.gov,428 Cannon House Office Building; Washington DC 20515-2208,202-225-4872
Trott,Dave,1960-10-16,M,rep,MI,11,Republican,https://trott.house.gov,1722 Longworth House Office Building; Washington DC 20515-2211,202-225-8171
Dingell,Debbie,1953-11-23,F,rep,MI,12,Democrat,https://debbiedingell.house.gov,116 Cannon House Office Building; Washington DC 20515-2212,202-225-4071
Lawrence,Brenda,1954-10-18,F,rep,MI,14,Democrat,https://lawrence.house.gov,1213 Longworth House Office Building; Washington DC 20515-2214,202-225-5802
Emmer,Tom,1961-03-03,M,rep,MN,6,Republican,https://emmer.house.gov,315 Cannon House Office Building; Washington DC 20515-2306,202-225-2331
Rouzer,David,1972-02-16,M,rep,NC,7,Republican,https://rouzer.house.gov,424 Cannon House Office Building; Washington DC 20515-3307,202-225-2731
MacArthur,Tom,1960-10-16,M,rep,NJ,3,Republican,https://macarthur.house.gov,506 Cannon House Office Building; Washington DC 20515-3003,202-225-4765
Watson Coleman,Bonnie,1945-02-06,F,rep,NJ,12,Democrat,https://watsoncoleman.house.gov,1535 Longworth House Office Building; Washington DC 20515-3012,202-225-5801
Zeldin,Lee,1980-01-30,M,rep,NY,1,Republican,https://zeldin.house.gov,1517 Longworth House Office Building; Washington DC 20515-3201,202-225-3826
Rice,Kathleen,1965-02-15,F,rep,NY,4,Democrat,https://kathleenrice.house.gov,1508 Longworth House Office Building; Washington DC 20515-3204,202-225-5516
Stefanik,Elise,1984-07-02,F,rep,NY,21,Republican,https://stefanik.house.gov,318 Cannon House Office Building; Washington DC 20515-3221,202-225-4611
Katko,John,1962-11-09,M,rep,NY,24,Republican,https://katko.house.gov,1620 Longworth House Office Building; Washington DC 20515-3224,202-225-3701
Russell,Steve,1963-05-25,M,rep,OK,5,Republican,https://russell.house.gov,128 Cannon House Office Building; Washington DC 20515-3605,202-225-2132
Costello,Ryan,1976-09-07,M,rep,PA,6,Republican,https://costello.house.gov,326 Cannon House Office Building; Washington DC 20515-3806,202-225-4315
Boyle,Brendan,1977-02-06,M,rep,PA,13,Democrat,https://boyle.house.gov,1133 Longworth House Office Building; Washington DC 20515-3813,202-225-6111
Ratcliffe,John,1965-10-20,M,rep,TX,4,Republican,https://ratcliffe.house.gov,325 Cannon House Office Building; Washington DC 20515-4304,202-225-6673
Hurd,Will,1977-08-19,M,rep,TX,23,Republican,https://hurd.house.gov,317 Cannon House Office Building; Washington DC 20515-4323,202-225-4511
Babin,Brian,1948-03-23,M,rep,TX,36,Republican,https://babin.house.gov,316 Cannon House Office Building; Washington DC 20515-4336,202-225-1555
Love,Mia,1975-12-06,F,rep,UT,4,Republican,https://love.house.gov,217 Cannon House Office Building; Washington DC 20515-4404,202-225-3011
Beyer,Donald,1950-06-20,M,rep,VA,8,Democrat,https://beyer.house.gov,1119 Longworth House Office Building; Washington DC 20515-4608,202-225-4376
Comstock,Barbara,1959-06-30,F,rep,VA,10,Republican,https://comstock.house.gov,229 Cannon House Office Building; Washington DC 20515-4610,202-225-5136
Plaskett,Stacey,1964-05-13,F,rep,VI,0,Democrat,https://plaskett.house.gov,331 Cannon House Office Building; Washington DC 20515-5500,202-225-1790
Newhouse,Dan,1955-07-10,M,rep,WA,4,Republican,https://newhouse.house.gov,1318 Longworth House Office Building; Washington DC 20515-4704,202-225-5816
Grothman,Glenn,1955-07-03,M,rep,WI,6,Republican,https://grothman.house.gov,1217 Longworth House Office Building; Washington DC 20515-4906,202-225-2476
Mooney,Alex,1971-06-05,M,rep,WV,2,Republican,https://mooney.house.gov,1232 Longworth House Office Building; Washington DC 20515-4802,202-225-2711
Jenkins,Evan,1960-09-12,M,rep,WV,3,Republican,https://evanjenkins.house.gov,1609 Longworth House Office Building; Washington DC 20515-4803,202-225-3452
Amata,Aumua,1947-12-29,F,rep,AS,0,Republican,https://radewagen.house.gov,1339 Longworth House Office Building; Washington DC 20515-5200,202-225-8577
Sullivan,Dan,1964-11-13,M,sen,AK,,Republican,https://www.sullivan.senate.gov,702 Hart Senate Office Building Washington DC 20510,202-224-3004
Perdue,David,1949-12-10,M,sen,GA,,Republican,https://www.perdue.senate.gov,455 Russell Senate Office Building Washington DC 20510,202-224-3521
Ernst,Joni,1970-07-01,F,sen,IA,,Republican,https://www.ernst.senate.gov/public,111 Russell Senate Office Building Washington DC 20510,202-224-3254
Tillis,Thom,1960-08-30,M,sen,NC,,Republican,https://www.tillis.senate.gov/public,185 Dirksen Senate Office Building Washington DC 20510,202-224-6342
Rounds,Mike,1954-10-24,M,sen,SD,,Republican,https://www.rounds.senate.gov,502 Hart Senate Office Building Washington DC 20510,202-224-5842
Walker,Mark,1969-05-20,M,rep,NC,6,Republican,https://walker.house.gov,1305 Longworth House Office Building; Washington DC 20515-3306,202-225-3065
Sasse,Benjamin,1972-02-22,M,sen,NE,,Republican,https://www.sasse.senate.gov/public,136 Russell Senate Office Building Washington DC 20510,202-224-4224
Donovan,Daniel,1956-11-06,M,rep,NY,11,Republican,https://donovan.house.gov,1541 Longworth House Office Building; Washington DC 20515-3211,202-225-3371
Kelly,Trent,1966-03-01,M,rep,MS,1,Republican,https://trentkelly.house.gov,1721 Longworth House Office Building; Washington DC 20515-2401,202-225-4306
LaHood,Darin,1968-07-05,M,rep,IL,18,Republican,https://lahood.house.gov,1424 Longworth House Office Building; Washington DC 20515-1318,202-225-6201
Davidson,Warren,1970-03-01,M,rep,OH,8,Republican,https://davidson.house.gov,1004 Longworth House Office Building; Washington DC 20515-3508,202-225-6205
Hanabusa,Colleen,1951-05-04,F,rep,HI,1,Democrat,https://hanabusa.house.gov,422 Cannon House Office Building; Washington DC 20515-1101,202-225-2726
Comer,James,1972-08-19,M,rep,KY,1,Republican,https://comer.house.gov,1513 Longworth House Office Building; Washington DC 20515-1701,202-225-3115
Evans,Dwight,1954-05-16,M,rep,PA,2,Democrat,https://evans.house.gov,1105 Longworth House Office Building; Washington DC 20515-3802,202-225-4001
Harris,Kamala,1964-10-20,F,sen,CA,,Democrat,https://www.harris.senate.gov,112 Hart Senate Office Building Washington DC 20510,202-224-3553
Kennedy,John,1951-11-21,M,sen,LA,,Republican,https://www.kennedy.senate.gov/public,383 Russell Senate Office Building Washington DC 20510,202-224-4623
Hassan,Margaret,1958-02-27,F,sen,NH,,Democrat,https://www.hassan.senate.gov,330 Hart Senate Office Building Washington DC 20510,202-224-3324
Cortez Masto,Catherine,1964-03-29,F,sen,NV,,Democrat,https://www.cortezmasto.senate.gov,204 Russell Senate Office Building Washington DC 20510,202-224-3542
Schneider,Bradley,1961-08-20,M,rep,IL,10,Democrat,https://schneider.house.gov,1432 Longworth House Office Building; Washington DC 20515-1310,202-225-4835
Shea-Porter,Carol,1952-12-02,F,rep,NH,1,Democrat,https://shea-porter.house.gov,1530 Longworth House Office Building; Washington DC 20515-2901,202-225-5456
O’Halleran,Tom,1946-01-24,M,rep,AZ,1,Democrat,https://ohalleran.house.gov,126 Cannon House Office Building; Washington DC 20515-0301,202-225-3361
Biggs,Andy,1958-11-07,M,rep,AZ,5,Republican,https://biggs.house.gov,1626 Longworth House Office Building; Washington DC 20515-0305,202-225-2635
Khanna,Ro,1976-09-13,M,rep,CA,17,Democrat,https://khanna.house.gov,513 Cannon House Office Building; Washington DC 20515-0517,202-225-2631
Panetta,Jimmy,1969-10-01,M,rep,CA,20,Democrat,https://panetta.house.gov,228 Cannon House Office Building; Washington DC 20515-0520,202-225-2861
Carbajal,Salud,1964-11-18,M,rep,CA,24,Democrat,https://carbajal.house.gov,212 Cannon House Office Building; Washington DC 20515-0524,202-225-3601
Barragán,Nanette,1976-09-15,F,rep,CA,44,Democrat,https://barragan.house.gov,1320 Longworth House Office Building; Washington DC 20515-0544,202-225-8220
Correa,J.,1958-01-24,M,rep,CA,46,Democrat,https://correa.house.gov,1039 Longworth House Office Building; Washington DC 20515-0546,202-225-2965
Blunt Rochester,Lisa,1962-02-10,F,rep,DE,0,Democrat,https://bluntrochester.house.gov,1123 Longworth House Office Building; Washington DC 20515-0800,202-225-4165
Gaetz,Matt,1982-05-07,M,rep,FL,1,Republican,https://gaetz.house.gov,507 Cannon House Office Building; Washington DC 20515-0901,202-225-4136
Dunn,Neal,1953-02-16,M,rep,FL,2,Republican,https://dunn.house.gov,423 Cannon House Office Building; Washington DC 20515-0902,202-225-5235
Rutherford,John,1952-09-02,M,rep,FL,4,Republican,https://rutherford.house.gov,230 Cannon House Office Building; Washington DC 20515-0904,202-225-2501
Lawson,Al,1948-09-21,M,rep,FL,5,Democrat,https://lawson.house.gov,1337 Longworth House Office Building; Washington DC 20515-0905,202-225-0123
Murphy,Stephanie,1978-09-16,F,rep,FL,7,Democrat,https://stephaniemurphy.house.gov,1237 Longworth House Office Building; Washington DC 20515-0907,202-225-4035
Soto,Darren,1978-02-25,M,rep,FL,9,Democrat,https://soto.house.gov,1429 Longworth House Office Building; Washington DC 20515-0909,202-225-9889
Demings,Val,1957-03-12,F,rep,FL,10,Democrat,https://demings.house.gov,238 Cannon House Office Building; Washington DC 20515-0910,202-225-2176
Crist,Charlie,1956-07-24,M,rep,FL,13,Democrat,https://crist.house.gov,427 Cannon House Office Building; Washington DC 20515-0913,202-225-5961
Mast,Brian,1980-07-10,M,rep,FL,18,Republican,https://mast.house.gov,2182 Rayburn House Office Building; Washington DC 20515-0918,202-225-3026
Rooney,Francis,1953-12-04,M,rep,FL,19,Republican,https://francisrooney.house.gov,120 Cannon House Office Building; Washington DC 20515-0919,202-225-2536
Ferguson,A.,1967-11-15,M,rep,GA,3,Republican,https://ferguson.house.gov,1032 Longworth House Office Building; Washington DC 20515-1003,202-225-5901
Krishnamoorthi,Raja,1973-07-19,M,rep,IL,8,Democrat,https://krishnamoorthi.house.gov,515 Cannon House Office Building; Washington DC 20515-1308,202-225-3711
Banks,Jim,1979-07-16,M,rep,IN,3,Republican,https://banks.house.gov,509 Cannon House Office Building; Washington DC 20515-1403,202-225-4436
Hollingsworth,Trey,1983-09-12,M,rep,IN,9,Republican,https://hollingsworth.house.gov,1641 Longworth House Office Building; Washington DC 20515-1409,202-225-5315
Marshall,Roger,1960-08-09,M,rep,KS,1,Republican,https://marshall.house.gov,312 Cannon House Office Building; Washington DC 20515-1601,202-225-2715
Higgins,Clay,1961-08-24,M,rep,LA,3,Republican,https://clayhiggins.house.gov,1711 Longworth House Office Building; Washington DC 20515-1803,202-225-2031
Johnson,Mike,1972-01-30,M,rep,LA,4,Republican,https://mikejohnson.house.gov,327 Cannon House Office Building; Washington DC 20515-1804,202-225-2777
Brown,Anthony,1961-11-21,M,rep,MD,4,Democrat,https://anthonybrown.house.gov,1505 Longworth House Office Building; Washington DC 20515-2004,202-225-8699
Raskin,Jamie,1962-12-13,M,rep,MD,8,Democrat,https://raskin.house.gov,431 Cannon House Office Building; Washington DC 20515-2008,202-225-5341
Bergman,Jack,1947-02-02,M,rep,MI,1,Republican,https://bergman.house.gov,414 Cannon House Office Building; Washington DC 20515-2201,202-225-4735
Mitchell,Paul,1961-05-08,M,rep,MI,10,Republican,https://mitchell.house.gov,211 Cannon House Office Building; Washington DC 20515-2210,202-225-2106
Lewis,Jason,1955-09-23,M,rep,MN,2,Republican,https://jasonlewis.house.gov,418 Cannon House Office Building; Washington DC 20515-2302,202-225-2271
Budd,Ted,1971-10-21,M,rep,NC,13,Republican,https://budd.house.gov,118 Cannon House Office Building; Washington DC 20515-3313,202-225-4531
Bacon,Don,1963-08-16,M,rep,NE,2,Republican,https://bacon.house.gov,1516 Longworth House Office Building; Washington DC 20515-2702,202-225-4155
Gottheimer,Josh,1975-03-08,M,rep,NJ,5,Democrat,https://gottheimer.house.gov,213 Cannon House Office Building; Washington DC 20515-3005,202-225-4465
Rosen,Jacky,1957-08-02,F,rep,NV,3,Democrat,https://rosen.house.gov,413 Cannon House Office Building; Washington DC 20515-2803,202-225-3252
Kihuen,Ruben,1980-04-25,M,rep,NV,4,Democrat,https://kihuen.house.gov,313 Cannon House Office Building; Washington DC 20515-2804,202-225-9894
Suozzi,Thomas,1962-08-31,M,rep,NY,3,Democrat,https://suozzi.house.gov,226 Cannon House Office Building; Washington DC 20515-3203,202-225-3335
Espaillat,Adriano,1954-09-27,M,rep,NY,13,Democrat,https://espaillat.house.gov,1630 Longworth House Office Building; Washington DC 20515-3213,202-225-4365
Faso,John,1952-08-25,M,rep,NY,19,Republican,https://faso.house.gov,1616 Longworth House Office Building; Washington DC 20515-3219,202-225-5614
Tenney,Claudia,1961-02-04,F,rep,NY,22,Republican,https://tenney.house.gov,512 Cannon House Office Building; Washington DC 20515-3222,202-225-3665
Fitzpatrick,Brian,1973-12-17,M,rep,PA,8,Republican,https://fitzpatrick.house.gov,514 Cannon House Office Building; Washington DC 20515-3808,202-225-4276
Smucker,Lloyd,1964-01-23,M,rep,PA,16,Republican,https://smucker.house.gov,516 Cannon House Office Building; Washington DC 20515-3816,202-225-2411
González-Colón,Jenniffer,1976-08-05,F,rep,PR,0,Republican,https://gonzalez-colon.house.gov,1529 Longworth House Office Building; Washington DC 20515-5401,202-225-2615
Kustoff,David,1966-10-08,M,rep,TN,8,Republican,https://kustoff.house.gov,508 Cannon House Office Building; Washington DC 20515-4208,202-225-4714
Gonzalez,Vicente,1967-09-04,M,rep,TX,15,Democrat,https://gonzalez.house.gov,113 Cannon House Office Building; Washington DC 20515-4315,202-225-2531
Arrington,Jodey,1972-03-09,M,rep,TX,19,Republican,https://arrington.house.gov,1029 Longworth House Office Building; Washington DC 20515-4319,202-225-4005
Taylor,Scott,1979-06-27,M,rep,VA,2,Republican,https://taylor.house.gov,412 Cannon House Office Building; Washington DC 20515-4602,202-225-4215
McEachin,A.,1961-10-10,M,rep,VA,4,Democrat,https://mceachin.house.gov,314 Cannon House Office Building; Washington DC 20515-4604,202-225-6365
Garrett,Thomas,1972-03-27,M,rep,VA,5,Republican,https://tomgarrett.house.gov,415 Cannon House Office Building; Washington DC 20515-4605,202-225-4711
Jayapal,Pramila,1965-09-21,F,rep,WA,7,Democrat,https://jayapal.house.gov,319 Cannon House Office Building; Washington DC 20515-4707,202-225-3106
Gallagher,Mike,1984-03-03,M,rep,WI,8,Republican,https://gallagher.house.gov,1007 Longworth House Office Building; Washington DC 20515-4908,202-225-5665
Cheney,Liz,1966-07-28,F,rep,WY,0,Republican,https://cheney.house.gov,416 Cannon House Office Building; Washington DC 20515-5000,202-225-2311
Estes,Ron,1956-07-19,M,rep,KS,4,Republican,https://estes.house.gov,2452 Rayburn House Office Building; Washington DC 20515-1604,202-225-6216
Gianforte,Greg,1961-04-17,M,rep,MT,0,Republican,https://gianforte.house.gov,1419 Longworth House Office Building; Washington DC 20515-2600,202-225-3211
Norman,Ralph,1953-06-20,M,rep,SC,5,Republican,https://norman.house.gov,2350 Rayburn House Office Building; Washington DC 20515-4005,202-225-5501
Handel,Karen,1962-04-18,F,rep,GA,6,Republican,https://handel.house.gov,1211 Longworth House Office Building; Washington DC 20515-1006,202-225-4501
Gomez,Jimmy,1974-11-25,M,rep,CA,34,Democrat,https://gomez.house.gov,1226 Longworth House Office Building; Washington DC 20515-0534,202-225-6235
Curtis,John,1960-05-10,M,rep,UT,3,Republican,https://curtis.house.gov,2236 Rayburn House Office Building; Washington DC 20515-4403,202-225-7751
Jones,Doug,1954-05-04,M,sen,AL,,Democrat,https://www.jones.senate.gov,326 Russell Senate Office Building Washington DC 20510,202-224-4124
Smith,Tina,1958-03-04,F,sen,MN,,Democrat,https://www.smith.senate.gov,309 Hart Senate Office Building Washington DC 20510,202-224-5641
Hyde-Smith,Cindy,1959-05-10,F,sen,MS,,Republican,https://www.hydesmith.senate.gov,G12 Dirksen Senate Office Building Washington DC 20510,202-224-5054
Lamb,Conor,1984-06-27,M,rep,PA,18,Democrat,https://lamb.house.gov/,2332 Rayburn House Office Building; Washington DC 20515-3818,202-225-2301
Lesko,Debbie,1958-11-14,F,rep,AZ,8,Republican,https://lesko.house.gov/,2435 Rayburn House Office Building; Washington DC 20515-0308,202-225-4576
Cloud,Michael,1975-05-13,M,rep,TX,27,Republican,https://cloud.house.gov/,2331 Rayburn House Office Building; Washington DC 20515-4327,202-225-7742
